DIGARVID,Slope,Aspect,VRM,TWI
99fb651b44,13.0333,89.72675,0.000512,4.808895
2ce6344685,13.0333,89.72675,0.000512,4.808895
8db55591cd,13.48435,86.21617,0.002359,5.996136
d51d58fd66,13.0333,89.72675,0.000512,4.808895
ec6baa8d06,13.48435,86.21617,0.002359,5.996136
4976ccccaa,13.48435,86.21617,0.002359,5.996136
4373ea82bb,14.76524,105.3067,0.000345,4.624136
09354f42eb,16.77649,100.5583,0.000414,2.41136
73f7363e8e,16.77649,100.5583,0.000414,2.41136
204b60c6ec,16.77649,100.5583,0.000414,2.41136
eeb6d0c9ff,15.12881,100.2102,0.000679,3.301824
778c8c53a2,15.79042,94.90636,0.000482,2.192336
896abc0820,15.79042,94.90636,0.000482,2.192336
a24d7fdf70,14.43007,105.4835,0.000412,4.872782
dc07a962ee,15.79042,94.90636,0.000482,2.192336
0a9fd77c37,11.44366,153.3,0.00449,8.580756
5318bdb85f,16.28563,125.8261,0.006036,7.545677
07eb200bc0,16.28563,125.8261,0.006036,7.545677
4a3e22ef36,16.28563,125.8261,0.006036,7.545677
2807e39992,16.28563,125.8261,0.006036,7.545677
5685ab9ed0,16.28563,125.8261,0.006036,7.545677
86d33e3220,16.28563,125.8261,0.006036,7.545677
8bffc2d16d,18.22992,139.872,0.001928,8.20075
bc18f10fe1,18.22992,139.872,0.001928,8.20075
fd33ac5fec,15.01539,122.371,0.004896,7.015448
890db88d6f,11.80633,112.1296,0.003647,7.155372
4d7411c216,13.48435,86.21617,0.002359,5.996136
fba36b252b,13.48435,86.21617,0.002359,5.996136
4ebda49123,14.06974,85.70945,0.001379,5.500242
9175ca167b,14.06974,85.70945,0.001379,5.500242
c8584b2dc9,11.80633,112.1296,0.003647,7.155372
cd55b263be,11.80633,112.1296,0.003647,7.155372
218b5a4a6a,15.01539,122.371,0.004896,7.015448
f9d8d1f642,14.06974,85.70945,0.001379,5.500242
91a21610dc,14.06974,85.70945,0.001379,5.500242
ad0230960f,13.53064,91.42965,0.002779,6.302958
098b7e8606,13.63439,90.72678,0.000437,5.290032
c3e5865715,13.89443,104.7778,0.000538,5.150978
829ceca8f3,14.43007,105.4835,0.000412,4.872782
f735cb17a0,12.48627,108.0221,0.000454,4.715131
ccd9873823,14.50635,98.34315,0.00051,4.170454
142d26ebd0,13.89443,104.7778,0.000538,5.150978
6d4ad2ab25,15.37565,97.69007,0.001806,4.714667
4873ea13a9,14.56549,93.39154,0.001207,5.662706
e1154d7c2b,13.63439,90.72678,0.000437,5.290032
a222c223c0,14.56549,93.39154,0.001207,5.662706
9feea6303b,14.56549,93.39154,0.001207,5.662706
85dce392a2,14.56549,93.39154,0.001207,5.662706
4ee6e156d6,15.8382,91.30541,0.001409,6.317441
acffb764ae,15.8382,91.30541,0.001409,6.317441
1e434186f8,13.71421,129.2795,0.001885,6.578639
037c8aa1db,12.11053,116.0815,0.002935,1.014424
72986f3b10,12.11053,116.0815,0.002935,1.014424
8cdf220b8d,12.11053,116.0815,0.002935,1.014424
5bd6641ab5,12.84276,86.3575,0.004146,6.344513
3c9085f80d,12.84276,86.3575,0.004146,6.344513
32c581e035,18.17944,124.0464,0.002198,2.636713
c030625f3b,12.69902,86.98804,0.000825,5.153528
b0fb362d12,9.685891,104.784,0.000861,2.596984
23b786c803,5.401598,99.22288,0.001423,4.884926
33b4212e37,13.89443,104.7778,0.000538,5.150978
9fd1a04983,10.85358,96.46112,0.001918,3.376954
b4e8c6d356,11.53117,99.76673,0.003304,6.979102
84157b509e,11.53117,99.76673,0.003304,6.979102
1a0ce70d05,16.09611,127.7884,0.002777,4.15067
85ec35a4e0,16.09611,127.7884,0.002777,4.15067
7e51033892,13.99171,102.8051,0.005324,5.029739
2f1c73f651,12.11053,116.0815,0.002935,1.014424
5d90642c34,9.631453,100.6204,0.002686,3.697488
dfbe77d3eb,9.631453,100.6204,0.002686,3.697488
3c1193d0d6,5.401598,99.22288,0.001423,4.884926
c2e9e0ec04,5.439778,92.58068,0.000465,5.400007
a1f5812581,9.631453,100.6204,0.002686,3.697488
569dc33f50,5.811562,90.3224,0.000952,5.64837
f744504c8e,7.315515,113.1863,0.001422,6.134757
d1029002be,10.00993,109.6477,0.0033,5.494054
8fa3d512ca,10.00993,109.6477,0.0033,5.494054
dca7beb30e,15.60942,97.5752,0.001095,6.900999
f56d75fb5c,13.09862,107.8611,0.000432,8.07995
371346e7b6,16.01579,118.5774,0.001722,7.772212
945ebed503,14.50859,125.5876,0.0031,4.244496
78c585f8f8,15.2905,124.5189,0.003992,3.803802
7c21b26a92,17.60052,119.8623,0.002173,3.389021
01e4519046,15.6842,112.9599,0.003005,3.861795
b64ef02237,13.71421,129.2795,0.001885,6.578639
94cf44efab,15.17684,156.5208,0.00239,5.972324
cb173d8d36,15.17684,156.5208,0.00239,5.972324
f75f88c4e7,15.17684,156.5208,0.00239,5.972324
d1be9743a8,15.01539,122.371,0.004896,7.015448
bc05e224e4,15.01539,122.371,0.004896,7.015448
c03a04b527,10.86883,135.4746,0.001732,7.997529
34b718c4fd,11.80633,112.1296,0.003647,7.155372
b4757085ff,13.99171,102.8051,0.005324,5.029739
81ff1a730f,12.11053,116.0815,0.002935,1.014424
6745706f79,19.73011,121.254,0.002383,1.909426
7eaee919f2,10.01764,96.71332,0.009787,8.664251
1a24e53274,18.06524,104.2142,0.005635,6.557722
5825a0ed0b,17.15473,101.3353,0.001845,6.36948
4eb6de9150,15.15995,96.46958,0.001193,3.328462
409f12e4a7,15.15995,96.46958,0.001193,3.328462
5e53698331,12.11053,116.0815,0.002935,1.014424
7631587ac7,13.99171,102.8051,0.005324,5.029739
bb7cfde8e4,19.73011,121.254,0.002383,1.909426
20b0304a37,10.01764,96.71332,0.009787,8.664251
c93f1fa51a,17.9185,90.30317,0.003063,6.885436
ac7c420dcb,17.15473,101.3353,0.001845,6.36948
1ea2bdcc36,11.81096,105.713,0.00272,3.966673
35fc84e507,12.75575,95.94179,0.003381,2.700303
808a76e640,14.53409,120.5599,0.002228,4.216563
4ae3e3f527,16.15465,86.43914,0.004511,3.893728
6fecdb3995,15.08615,96.14425,0.002427,5.40618
9f3e26c496,9.368657,101.6019,0.001414,4.869599
df4cbf4529,13.37875,105.9918,0.001979,4.943543
341fad3293,7.147357,95.2289,0.001359,4.109401
7ad2bc1de8,17.019,107.8498,0.000422,3.80924
b974b716d3,8.872169,103.1209,0.00174,6.277274
dde9075cdb,8.872169,103.1209,0.00174,6.277274
ed8feca9a1,8.872169,103.1209,0.00174,6.277274
b225d7106e,8.872169,103.1209,0.00174,6.277274
8d75d525e5,9.261627,84.03281,0.001568,7.192681
7423013ff3,9.261627,84.03281,0.001568,7.192681
f58d5d0611,10.06607,93.12364,0.001919,6.328668
cd77a2c311,10.06607,93.12364,0.001919,6.328668
77921b1a35,10.06607,93.12364,0.001919,6.328668
172229465b,10.06607,93.12364,0.001919,6.328668
5eb486dd8f,11.59253,90.71652,0.000288,5.435901
c5b76b870d,10.04324,90.66049,0.00067,6.375193
a25ee1abdd,9.977353,102.7899,0.000652,7.105161
9ead08495c,11.07034,97.26075,0.000645,7.10007
fa9391fb9c,10.35658,90.18868,0.000556,6.659254
4b6b74dcb0,10.35658,90.18868,0.000556,6.659254
93aca10910,10.35658,90.18868,0.000556,6.659254
ad406273eb,10.35658,90.18868,0.000556,6.659254
8f51e71f59,10.35658,90.18868,0.000556,6.659254
a337d65046,11.59253,90.71652,0.000288,5.435901
6d7b7fafdb,9.977353,102.7899,0.000652,7.105161
e1828c3a00,6.289993,85.65261,0.000756,6.123386
0c514ea667,5.868869,91.92036,0.000426,7.886379
106efd9b1d,5.868869,91.92036,0.000426,7.886379
15c618a724,9.788389,85.52152,0.000655,6.493828
aefe00fc3e,9.509915,78.09769,0.001151,4.696476
7bb7b62084,9.788389,85.52152,0.000655,6.493828
6ca80d341e,9.509915,78.09769,0.001151,4.696476
530179564a,4.031402,59.78226,0.001771,3.253854
10052806f2,2.273701,112.6412,0.000634,8.343123
5d6a9fc2ac,3.077788,196.4187,0.000685,5.113853
87ef50e32d,7.135415,43.33901,0.00259,3.745222
ec5c879617,10.91547,56.16318,0.001549,5.05482
3f219d3062,10.91547,56.16318,0.001549,5.05482
55a5015526,10.91547,56.16318,0.001549,5.05482
054a6ed3d0,10.91547,56.16318,0.001549,5.05482
9c1878cc2f,9.160518,64.29988,0.001259,5.083338
853f1bfabd,10.91547,56.16318,0.001549,5.05482
687c7a9137,9.160518,64.29988,0.001259,5.083338
a27526aaf9,6.289993,85.65261,0.000756,6.123386
6040cb0381,4.52397,89.00813,0.000922,6.151469
92595fc430,4.52397,89.00813,0.000922,6.151469
651aa4afb5,4.870987,90.83356,0.000315,7.628811
44274c5238,4.870987,90.83356,0.000315,7.628811
3c7b09a19c,4.870987,90.83356,0.000315,7.628811
30daaca470,4.52397,89.00813,0.000922,6.151469
659fa8fb2d,6.690838,95.51737,0.001117,7.675926
4be1ae772e,9.327781,97.80421,0.00162,5.885663
30d7a2e43c,9.327781,97.80421,0.00162,5.885663
777e41550a,10.05988,99.79228,0.001252,6.988298
58a5af1937,10.05988,99.79228,0.001252,6.988298
18a5375ff3,5.490258,79.38158,0.001565,5.749642
68e3c21ffc,5.490258,79.38158,0.001565,5.749642
890cbf3806,11.69084,86.87884,0.00271,5.10283
f7edcb5a34,11.19958,71.76131,0.004471,5.253648
58c04a71b2,15.51224,105.6944,0.001418,4.007049
f1d88e957a,13.09963,101.3724,0.004907,4.779797
79ecb742aa,3.404729,131.1593,0.005777,7.232613
bf63e36e86,11.19958,71.76131,0.004471,5.253648
b4bd491231,6.970945,129.2456,0.004244,5.50613
ee73ff55c7,13.57558,107.6878,0.002355,4.574427
0d46ed4e86,12.95836,101.5973,0.00065,5.226604
1c6ead510f,12.95836,101.5973,0.00065,5.226604
88a6f9dc53,15.04933,99.57977,0.000662,3.459823
9dcbcbf4fc,15.04933,99.57977,0.000662,3.459823
0367d156ab,11.97019,115.2933,0.000926,3.778641
b59d9f0bdb,11.97019,115.2933,0.000926,3.778641
b84bc95cd7,11.09369,105.8012,0.000455,3.958459
9e03fdc3f7,10.3625,102.1169,0.001082,5.534791
64673e32e6,10.03697,96.83223,0.000873,3.137906
3ec8d37eef,11.99343,107.77,0.001267,3.202471
89e8f74f2b,9.261627,84.03281,0.001568,7.192681
1b97b41b65,11.65266,123.9936,0.001736,6.958925
13156863bd,11.65266,123.9936,0.001736,6.958925
0bedb1ba35,10.35658,90.18868,0.000556,6.659254
75ece45e3b,6.289993,85.65261,0.000756,6.123386
76eee0410f,4.52397,89.00813,0.000922,6.151469
3fe0900d5c,11.94201,94.22608,0.001701,3.175419
5b5718adb0,1.154803,5.942465,0.001495,8.986655
2ea0fdb881,13.78714,106.1132,0.003518,4.807575
11a0eb68da,9.848777,96.34064,0.000302,4.213994
45342eae06,11.65266,123.9936,0.001736,6.958925
a9081a1735,9.261627,84.03281,0.001568,7.192681
13ff79268b,9.261627,84.03281,0.001568,7.192681
974af786a0,11.65266,123.9936,0.001736,6.958925
0d976daa50,10.91547,56.16318,0.001549,5.05482
aba0732082,10.91547,56.16318,0.001549,5.05482
eb0eba4b40,10.06607,93.12364,0.001919,6.328668
c34d263c34,10.06607,93.12364,0.001919,6.328668
c37cd7122a,14.86711,205.4144,0.000719,5.516963
5b7101cb16,15.44376,179.4364,0.000308,3.666064
7610562b92,15.44376,179.4364,0.000308,3.666064
2befab8712,15.44376,179.4364,0.000308,3.666064
94c5749af4,16.0754,177.4943,0.000171,3.247324
64f611a911,16.0754,177.4943,0.000171,3.247324
e85c9cdadc,15.26234,183.1473,0.000982,5.202998
966e94f717,14.67469,188.3098,0.001194,5.836439
a35c7192b4,14.67469,188.3098,0.001194,5.836439
fbc54750bb,14.67469,188.3098,0.001194,5.836439
611e9bd2b3,15.92112,183.3479,0.000208,3.437994
03b388c287,16.0754,177.4943,0.000171,3.247324
04233ac002,16.13064,180.8423,0.000108,3.047848
4001291ea9,16.13064,180.8423,0.000108,3.047848
91fb03ce70,15.44376,179.4364,0.000308,3.666064
1459e10c39,65.20353,343.7225,0.00527,1.562293
b3d208ed54,15.8525,203.3032,0.000459,2.144024
4e454c84b7,15.49501,194.6321,0.001202,2.017275
e746efe5aa,17.46605,97.45486,0.001087,7.124556
64931a740a,17.46605,97.45486,0.001087,7.124556
be03c170a6,10.89829,345.1583,0.005052,7.178119
